,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
14249,event:28546,2024-09-25T07:01:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2281', 'material:2280', 'material:2282']",['purchase_requisition:921:pr_trigger_921'],,,,,
14250,event:28548,2024-09-25T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1875'],['invoice receipt:1871'],
14251,event:28549,2024-09-25T07:20:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:912'],['purchase_order:1558'],,,
14252,event:28553,2024-09-25T08:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1542'],['goods receipt:1878'],,
14253,event:28558,2024-09-25T08:29:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2265', 'material:2264', 'material:2266', 'material:2263']",['purchase_requisition:913:pr_trigger_913'],,,,,
14254,event:28560,2024-09-25T09:03:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1876'],['invoice receipt:1876'],
14255,event:28562,2024-09-25T09:13:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1876'],['invoice receipt:1876'],
14256,event:28563,2024-09-25T10:12:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2278', 'material:2277']",['purchase_requisition:919:pr_trigger_919'],,,,,
14257,event:28566,2024-09-25T11:43:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:899'],['purchase_order:1559'],,,
14258,event:28570,2024-09-25T11:49:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:902'],['purchase_order:1565'],,,
14259,event:28572,2024-09-25T12:00:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2285', 'material:2283', 'material:2284']",['purchase_requisition:922:pr_trigger_922'],,,,,
14260,event:28574,2024-09-25T12:20:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1533'],['goods receipt:1869'],,
14261,event:28575,2024-09-25T12:37:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1556'],['goods receipt:1880'],,
14262,event:28577,2024-09-25T14:15:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:906'],['purchase_order:1562'],,,
14263,event:28578,2024-09-25T14:29:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:901'],['purchase_order:1571'],,,
14264,event:28580,2024-09-25T15:20:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1880'],['invoice receipt:1877'],
14265,event:28581,2024-09-25T19:48:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1552'],['goods receipt:1882'],,
14266,event:28582,2024-09-25T20:47:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:917:pr_trigger_917'],['quotation:915'],,,,
14267,event:28583,2024-09-25T21:07:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1879'],['invoice receipt:1876'],
14268,event:28584,2024-09-25T21:30:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:904'],['purchase_order:1550'],,,
14269,event:28585,2024-09-26T00:12:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:905'],['purchase_order:1570'],,,
14270,event:28586,2024-09-26T02:19:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1874'],['invoice receipt:1871'],
14271,event:28587,2024-09-26T02:27:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:913'],['purchase_order:1578'],,,
14272,event:28588,2024-09-26T03:09:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1541'],['goods receipt:1878'],,
14273,event:28589,2024-09-26T04:01:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1877'],['invoice receipt:1876'],
14274,event:28590,2024-09-26T05:30:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:905'],['purchase_order:1569'],,,
14275,event:28616,2024-09-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1880'],['invoice receipt:1877'],
14276,event:28617,2024-09-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1879'],['invoice receipt:1876'],
14277,event:28618,2024-09-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1874'],['invoice receipt:1871'],
14278,event:28619,2024-09-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1877'],['invoice receipt:1876'],
14279,event:28622,2024-09-26T07:26:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1544'],"['goods receipt:1865', 'goods receipt:1866']",['invoice receipt:1864'],['payment:890']
14280,event:28623,2024-09-26T07:56:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:909:pr_trigger_909'],['quotation:911'],,,,
14281,event:28625,2024-09-26T09:10:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:915'],['purchase_order:1579'],,,
14282,event:28626,2024-09-26T10:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1543'],['goods receipt:1876'],,
14283,event:28627,2024-09-26T11:14:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1551'],['goods receipt:1892'],,
14284,event:28628,2024-09-26T13:26:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:905'],['purchase_order:1568'],,,
14285,event:28642,2024-09-26T13:33:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1550'],['goods receipt:1891'],,
14286,event:28643,2024-09-26T13:38:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1552'],['goods receipt:1884'],,
14287,event:28647,2024-09-26T13:59:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1553'],['goods receipt:1884'],,
14288,event:28648,2024-09-26T14:39:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:910'],['purchase_order:1574'],,,
14289,event:28650,2024-09-26T15:10:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1878'],['invoice receipt:1876'],
14290,event:28651,2024-09-26T15:47:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:906'],['purchase_order:1561'],,,
14291,event:28652,2024-09-26T17:28:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:906'],['purchase_order:1562'],,,
14292,event:28653,2024-09-26T18:05:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:913'],['purchase_order:1578'],,,
14293,event:28654,2024-09-26T18:29:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1549'],['goods receipt:1892'],,
14294,event:28655,2024-09-26T19:40:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:919:pr_trigger_919'],['quotation:919'],,,,
14295,event:28656,2024-09-26T21:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:916'],['purchase_order:1577'],,,
14296,event:28657,2024-09-26T21:24:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1881'],['invoice receipt:1872'],
14297,event:28658,2024-09-26T22:58:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1882'],['invoice receipt:1880'],
14298,event:28659,2024-09-26T23:00:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1550'],['goods receipt:1890'],,
14299,event:28660,2024-09-26T23:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:911'],['purchase_order:1581'],,,
14300,event:28661,2024-09-26T23:55:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:902'],['purchase_order:1564'],,,
14301,event:28662,2024-09-27T00:34:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:915'],['purchase_order:1580'],,,
14302,event:28663,2024-09-27T00:43:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1559'],['goods receipt:1888'],,
14303,event:28664,2024-09-27T06:06:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1569'],['goods receipt:1893'],,
14304,event:28675,2024-09-27T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1878'],['invoice receipt:1876'],
14305,event:28676,2024-09-27T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1881'],['invoice receipt:1872'],
14306,event:28677,2024-09-27T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1882'],['invoice receipt:1880'],
14307,event:28680,2024-09-27T07:47:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1552'],['goods receipt:1883'],,
14308,event:28681,2024-09-27T10:06:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:916:pr_trigger_916'],['quotation:917'],,,,
14309,event:28684,2024-09-27T10:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1548'],['goods receipt:1891'],,
14310,event:28685,2024-09-27T10:23:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:917'],['purchase_order:1584'],,,
14311,event:28687,2024-09-27T11:47:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1569'],['goods receipt:1896'],,
14312,event:28688,2024-09-27T12:11:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2287', 'material:2288', 'material:2286']",['purchase_requisition:923:pr_trigger_923'],,,,,
14313,event:28690,2024-09-27T12:41:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:919'],['purchase_order:1582'],,,
14314,event:28692,2024-09-27T14:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1569'],['goods receipt:1894'],,
14315,event:28693,2024-09-27T14:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1570'],['goods receipt:1896'],,
14316,event:28694,2024-09-27T16:27:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1570'],['goods receipt:1895'],,
14317,event:28695,2024-09-27T17:02:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1541', 'purchase_order:1542', 'purchase_order:1543']","['goods receipt:1879', 'goods receipt:1878', 'goods receipt:1877', 'goods receipt:1876']",['invoice receipt:1876'],['payment:896']
14318,event:28696,2024-09-27T18:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1551'],['goods receipt:1890'],,
14319,event:28697,2024-09-27T20:11:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:901'],['purchase_order:1573'],,,
14320,event:28698,2024-09-27T22:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1568'],['goods receipt:1894'],,
14321,event:28699,2024-09-27T23:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1548'],['goods receipt:1889'],,
14322,event:28700,2024-09-28T03:53:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:2279'],['purchase_requisition:920:pr_trigger_920'],,,,,
14323,event:28701,2024-09-28T05:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1570'],['goods receipt:1894'],,
14324,event:28702,2024-09-28T05:55:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1568'],['goods receipt:1893'],,
14325,event:28703,2024-09-28T06:21:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1884'],['invoice receipt:1880'],
14326,event:28704,2024-09-28T06:49:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:919'],['purchase_order:1583'],,,
14327,event:28705,2024-09-28T07:44:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1883'],['invoice receipt:1880'],
14328,event:28706,2024-09-28T08:54:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:917'],['purchase_order:1584'],,,
14329,event:28707,2024-09-28T08:59:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:908'],['purchase_order:1554'],,,
14330,event:28708,2024-09-28T11:34:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1541'],['goods receipt:1879'],,
14331,event:28709,2024-09-28T16:46:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:914'],['purchase_order:1575'],,,
14332,event:28710,2024-09-28T17:24:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:915'],['purchase_order:1579'],,,
14333,event:28711,2024-09-28T18:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1548'],['goods receipt:1892'],,
14334,event:28712,2024-09-28T19:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1551'],['goods receipt:1891'],,
14335,event:28713,2024-09-28T19:19:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1570'],['goods receipt:1893'],,
14336,event:28714,2024-09-28T20:54:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1549'],['goods receipt:1891'],,
14337,event:28715,2024-09-29T02:29:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:907'],['purchase_order:1563'],,,
14338,event:28716,2024-09-29T03:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1569'],['goods receipt:1895'],,
14339,event:28717,2024-09-29T03:09:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:919'],['purchase_order:1582'],,,
14340,event:28718,2024-09-29T07:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1550'],['goods receipt:1892'],,
14341,event:28719,2024-09-29T07:44:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:902'],['purchase_order:1567'],,,
14342,event:28720,2024-09-29T08:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1578'],['goods receipt:1898'],,
14343,event:28721,2024-09-29T12:44:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2287', 'material:2288', 'material:2286']",['purchase_requisition:923:pr_trigger_923'],,,,,
14344,event:28722,2024-09-29T13:25:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1568'],['goods receipt:1895'],,
14345,event:28723,2024-09-29T13:46:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1568'],['goods receipt:1896'],,
14346,event:28724,2024-09-29T16:05:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:902'],['purchase_order:1566'],,,
14347,event:28725,2024-09-29T23:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1551'],['goods receipt:1889'],,
14348,event:28726,2024-09-30T00:40:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:917'],['purchase_order:1585'],,,
14349,event:28752,2024-09-30T07:07:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:2291'],['purchase_requisition:925:pr_trigger_925'],,,,,
14350,event:28754,2024-09-30T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1883'],['invoice receipt:1880'],
14351,event:28755,2024-09-30T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1884'],['invoice receipt:1880'],
14352,event:28757,2024-09-30T07:56:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1556'],['goods receipt:1880'],['invoice receipt:1877'],['payment:894']
